区站号	年	月	日	20-20时降水量	平均2分钟风速	平均气温	最小相对湿度	经纬度	火灾标签
58238	2018	12	30	2.2	2.4	-1.4	42	"118.54,31.56"	0
58238	2018	12	31	0.3	2.1	0	60	"118.54,31.56"	0
58238	2019	1	1	0	2	1.8	35	"118.54,31.56"	0
58238	2019	1	2	0	1.9	2.1	36	"118.54,31.56"	0
58238	2019	1	3	0	2.6	4.6	62	"118.54,31.56"	0
58238	2019	1	4	8.6	2	5.3	75	"118.54,31.56"	0
58238	2019	1	5	1.9	2.8	3.7	96	"118.54,31.56"	0
58238	2019	1	6	0.6	1.8	2.8	81	"118.54,31.56"	0
58238	2019	1	7	0.1	2	4.7	83	"118.54,31.56"	0
58238	2019	1	8	0	2.1	4.5	55	"118.54,31.56"	0
58238	2019	1	9	15.5	1.8	1.2	60	"118.54,31.56"	0
58238	2019	1	10	1.5	1.3	2.9	87	"118.54,31.56"	0
58238	2019	1	11	6.1	1.4	4.6	92	"118.54,31.56"	0
58238	2019	1	12	0.5	1.6	3.9	77	"118.54,31.56"	0
58238	2019	1	13	0	0.5	2.7	59	"118.54,31.56"	0
58238	2019	1	14	0	1.5	4.4	70	"118.54,31.56"	0
58238	2019	1	15	0.6	3.3	4.3	59	"118.54,31.56"	0
58238	2019	1	16	0	1.2	1.2	46	"118.54,31.56"	0
58238	2019	1	17	0	0.8	1.6	29	"118.54,31.56"	0
58238	2019	1	18	0	2.3	4.3	42	"118.54,31.56"	0
58238	2019	1	19	0	1.9	6.7	59	"118.54,31.56"	0
58238	2019	1	20	0	2.5	5	31	"118.54,31.56"	0
58238	2019	1	21	0	2.1	3.3	26	"118.54,31.56"	0
58238	2019	1	22	0	1.2	4.5	23	"118.54,31.56"	1
58238	2019	1	23	0	1	5.1	22	"118.54,31.56"	0
58238	2019	1	24	0	1.9	7.1	26	"118.54,31.56"	0
58238	2019	1	25	0	3.5	6.9	42	"118.54,31.56"	0
58238	2019	1	26	0	2	2.1	34	"118.54,31.56"	0
58238	2019	1	27	0	2.6	4.3	35	"118.54,31.56"	0
58238	2019	1	28	0.5	1.1	5.8	56	"118.54,31.56"	0
58238	2019	1	29	0.1	2.3	6.1	62	"118.54,31.56"	0
58238	2019	1	30	1.1	2.1	6.5	79	"118.54,31.56"	0
58238	2019	1	31	14.4	3.7	2.3	74	"118.54,31.56"	0
58238	2019	2	1	0	1.8	3.1	38	"118.54,31.56"	0
58238	2019	2	2	0	2	4.6	73	"118.54,31.56"	0
58238	2019	2	3	1.9	2.5	6.6	71	"118.54,31.56"	0
58238	2019	2	4	0	2.9	4.8	37	"118.54,31.56"	0
58238	2019	2	5	0	1.8	6.9	62	"118.54,31.56"	0
58238	2019	2	6	0	1.9	10.3	62	"118.54,31.56"	0
58238	2019	2	7	5.2	4.9	4.7	64	"118.54,31.56"	0
58238	2019	2	8	18.3	2.7	-0.3	62	"118.54,31.56"	0
58238	2019	2	9	6.9	2	0.1	70	"118.54,31.56"	0
58238	2019	2	10	0	2.6	0.5	74	"118.54,31.56"	0
58238	2019	2	11	0	1.2	0.8	59	"118.54,31.56"	0
58238	2019	2	12	8.5	3	1.9	77	"118.54,31.56"	0
58238	2019	2	13	3.2	3.1	4.3	77	"118.54,31.56"	0
58238	2019	2	14	5.7	3.3	3.8	90	"118.54,31.56"	0
58238	2019	2	15	9.1	1.8	4.1	93	"118.54,31.56"	0
58238	2019	2	16	0.1	2.4	3.7	41	"118.54,31.56"	0
58238	2019	2	17	0	2	3.7	35	"118.54,31.56"	0
58238	2019	2	18	13.7	3.1	3.7	52	"118.54,31.56"	0
58238	2019	2	19	2.3	2.3	4.1	66	"118.54,31.56"	0
58238	2019	2	20	2.6	2.4	3.8	75	"118.54,31.56"	0
58238	2019	2	21	0.7	2.5	4.8	74	"118.54,31.56"	0
58238	2019	2	22	8	2.1	3.5	77	"118.54,31.56"	0
58238	2019	2	23	0	1.2	4.6	66	"118.54,31.56"	0
58238	2019	2	24	0	1	5.1	22	"118.54,31.56"	0
58238	2019	2	25	0	1.6	7.9	27	"118.54,31.56"	0
58238	2019	2	26	1	3.5	7.1	41	"118.54,31.56"	0
58238	2019	2	27	3.1	2.4	6.6	85	"118.54,31.56"	0
58238	2019	2	28	0.1	1.1	7.5	63	"118.54,31.56"	0
58238	2019	3	1	0	2.8	7.9	46	"118.54,31.56"	0
58238	2019	3	2	0.9	3.2	7.1	64	"118.54,31.56"	0
58238	2019	3	3	0	1.3	7.2	55	"118.54,31.56"	0
58238	2019	3	4	0	1.3	8.7	35	"118.54,31.56"	0
58238	2019	3	5	5.7	4.1	9	63	"118.54,31.56"	0
58238	2019	3	6	0	2.4	10.8	39	"118.54,31.56"	0
58238	2019	3	7	0	2.8	7.8	24	"118.54,31.56"	0
58238	2019	3	8	0	3.5	7.4	30	"118.54,31.56"	0
58238	2019	3	9	0	1.8	10.2	50	"118.54,31.56"	0
58238	2019	3	10	0	1.9	10.5	47	"118.54,31.56"	0
58238	2019	3	11	0	1.6	12.5	20	"118.54,31.56"	0
58238	2019	3	12	0	2.5	13.4	16	"118.54,31.56"	0
58238	2019	3	13	0	2.9	11.1	27	"118.54,31.56"	0
58238	2019	3	14	0	1.4	14.1	31	"118.54,31.56"	0
58238	2019	3	15	0	1.8	13.8	12	"118.54,31.56"	0
58238	2019	3	16	0	2.6	13.9	16	"118.54,31.56"	1
58238	2019	3	17	0	2.7	15.2	21	"118.54,31.56"	0
58238	2019	3	18	0	2.1	13.4	45	"118.54,31.56"	0
58238	2019	3	19	0	3.2	14.5	43	"118.54,31.56"	0
58238	2019	3	20	25.4	2.6	17	58	"118.54,31.56"	0
58238	2019	3	21	0	3	13.4	53	"118.54,31.56"	0
58238	2019	3	22	0	2.8	8.8	37	"118.54,31.56"	0
58238	2019	3	23	0	1.2	10.6	25	"118.54,31.56"	0
58238	2019	3	24	0	2.7	11	27	"118.54,31.56"	0
58238	2019	3	25	0	1.8	13.9	38	"118.54,31.56"	0
58238	2019	3	26	0	2.2	15	21	"118.54,31.56"	0
58238	2019	3	27	4.3	1.4	14.4	50	"118.54,31.56"	0
58238	2019	3	28	1.3	1.6	14.8	65	"118.54,31.56"	0
58238	2019	3	29	0	2.5	13.2	65	"118.54,31.56"	0
58238	2019	3	30	0	2.3	14.1	26	"118.54,31.56"	0
58238	2019	3	31	0	2.6	11.8	17	"118.54,31.56"	1
58238	2019	4	1	0	1.6	13.5	18	"118.54,31.56"	0
58238	2019	4	2	0	2.6	14.6	27	"118.54,31.56"	0
58238	2019	4	3	0	2.2	15.1	35	"118.54,31.56"	0
58238	2019	4	4	0	3	14.1	42	"118.54,31.56"	0
58238	2019	4	5	0	1.5	17.4	32	"118.54,31.56"	0
58238	2019	4	6	0	2.1	19.3	34	"118.54,31.56"	0
58238	2019	4	7	0	2.3	21.7	33	"118.54,31.56"	0
58238	2019	4	8	0	4.5	21.6	35	"118.54,31.56"	0
58238	2019	4	9	11.1	5.3	14	71	"118.54,31.56"	0
58238	2019	4	10	0	3.3	10.2	67	"118.54,31.56"	0
58238	2019	4	11	1.3	2.5	12.2	38	"118.54,31.56"	0
58238	2019	4	12	0	1.4	14.1	39	"118.54,31.56"	0
58238	2019	4	13	0	2	16.1	37	"118.54,31.56"	0
58238	2019	4	14	0	2	17.1	32	"118.54,31.56"	0
58238	2019	4	15	0	2.7	15.5	16	"118.54,31.56"	0
58238	2019	4	16	0	1.7	16.4	35	"118.54,31.56"	0
58238	2019	4	17	0	1.9	19.5	37	"118.54,31.56"	0
58238	2019	4	18	0	1.9	22.7	27	"118.54,31.56"	0
58238	2019	4	19	0	3	19.7	47	"118.54,31.56"	0
58238	2019	4	20	0	2.8	19.3	77	"118.54,31.56"	0
58238	2019	4	21	2.8	2.2	19.7	83	"118.54,31.56"	0
58238	2019	4	22	1.1	2.4	18.6	89	"118.54,31.56"	0
58238	2019	4	23	16.7	1.2	20.1	84	"118.54,31.56"	0
58238	2019	4	24	0.4	1.3	21.4	64	"118.54,31.56"	0
58238	2019	4	25	0	3.5	19.1	62	"118.54,31.56"	0
58238	2019	4	26	0.2	2	11.8	60	"118.54,31.56"	0
58238	2019	4	27	0	4.3	14.2	39	"118.54,31.56"	0
58238	2019	4	28	2.6	2.3	15	58	"118.54,31.56"	0
58238	2019	4	29	14.9	2.3	14.2	90	"118.54,31.56"	0
58238	2019	4	30	0.4	2.2	16.1	63	"118.54,31.56"	0
58238	2019	5	1	0	2.5	18.9	26	"118.54,31.56"	0
58238	2019	5	2	0	1	18.5	19	"118.54,31.56"	0
58238	2019	5	3	0	3.1	20.1	19	"118.54,31.56"	0
58238	2019	5	4	0	3.4	21.8	17	"118.54,31.56"	0
58238	2019	5	5	0	3.1	21.7	30	"118.54,31.56"	0
58238	2019	5	6	0	4.5	16.9	27	"118.54,31.56"	0
58238	2019	5	7	0	2.4	15.9	21	"118.54,31.56"	0
58238	2019	5	8	0	1.9	18.1	25	"118.54,31.56"	0
58238	2019	5	9	0	1.4	20.3	28	"118.54,31.56"	0
58238	2019	5	10	0	1.7	22.8	26	"118.54,31.56"	0
58238	2019	5	11	0	1.8	23.7	27	"118.54,31.56"	0
58238	2019	5	12	0	1.6	25.5	30	"118.54,31.56"	0
58238	2019	5	13	0	1.6	23.7	48	"118.54,31.56"	0
58238	2019	5	14	0	2.7	22	40	"118.54,31.56"	0
58238	2019	5	15	1.2	4.1	20.1	75	"118.54,31.56"	0
58238	2019	5	16	0	1.5	21.6	71	"118.54,31.56"	0
58238	2019	5	17	0.7	2	23.3	63	"118.54,31.56"	0
58238	2019	5	18	0	2.6	20.7	61	"118.54,31.56"	0
58238	2019	5	19	0	1.5	22	53	"118.54,31.56"	0
58238	2019	5	20	0	2.8	23.5	13	"118.54,31.56"	0
58238	2019	5	21	0	0.9	22.8	16	"118.54,31.56"	0
58238	2019	5	22	0	1.3	24	11	"118.54,31.56"	0
58238	2019	5	23	0	0.9	26.1	13	"118.54,31.56"	0
58238	2019	5	24	0	3	27.6	11	"118.54,31.56"	0
58238	2019	5	25	2	3.3	23.9	30	"118.54,31.56"	0
58238	2019	5	26	26.6	3.7	22.8	88	"118.54,31.56"	0
58238	2019	5	27	1.8	2.4	21.3	69	"118.54,31.56"	0
58238	2019	5	28	0	1.9	20.9	25	"118.54,31.56"	0
58238	2019	5	29	0	1.8	22.7	20	"118.54,31.56"	0
58238	2019	5	30	4.3	2.2	20	39	"118.54,31.56"	0
58238	2019	5	31	4.5	1.2	21.9	43	"118.54,31.56"	0
58238	2019	6	1	0	2.7	23.4	30	"118.54,31.56"	0
58238	2019	6	2	0	2	24.3	36	"118.54,31.56"	0
58238	2019	6	3	0	2.1	26.1	24	"118.54,31.56"	0
58238	2019	6	4	0	2	27.6	38	"118.54,31.56"	0
58238	2019	6	5	0	3.6	29	39	"118.54,31.56"	0
58238	2019	6	6	34.8	4.1	24.4	59	"118.54,31.56"	0
58238	2019	6	7	0	1.2	24	46	"118.54,31.56"	0
58238	2019	6	8	0	2.8	25.6	47	"118.54,31.56"	0
58238	2019	6	9	0	1.7	27.2	42	"118.54,31.56"	0
58238	2019	6	10	0	2.7	26.7	36	"118.54,31.56"	0
58238	2019	6	11	0	1.8	24.8	41	"118.54,31.56"	0
58238	2019	6	12	0	2.5	24.5	37	"118.54,31.56"	0
58238	2019	6	13	0	3.9	22.4	59	"118.54,31.56"	0
58238	2019	6	14	0	1.6	24.1	36	"118.54,31.56"	0
58238	2019	6	15	0	1.1	27.5	32	"118.54,31.56"	0
58238	2019	6	16	0	2.5	27.3	46	"118.54,31.56"	0
58238	2019	6	17	1.4	2	26	32	"118.54,31.56"	0
58238	2019	6	18	29.2	1	22.2	91	"118.54,31.56"	0
58238	2019	6	19	0	1	24.7	78	"118.54,31.56"	0
58238	2019	6	20	6.1	2.9	22.8	90	"118.54,31.56"	0
58238	2019	6	21	7.4	3.1	25	53	"118.54,31.56"	0
58238	2019	6	22	0	2.8	24.1	56	"118.54,31.56"	0
58238	2019	6	23	0	2.4	24.1	44	"118.54,31.56"	0
58238	2019	6	24	0	3.7	24.8	47	"118.54,31.56"	0
58238	2019	6	25	0	4.4	23.6	58	"118.54,31.56"	0
58238	2019	6	26	2.7	2.8	23.5	76	"118.54,31.56"	0
58238	2019	6	27	0	2	26	51	"118.54,31.56"	0
58238	2019	6	28	0	2.2	29	53	"118.54,31.56"	0
58238	2019	6	29	27.1	2.3	26.6	73	"118.54,31.56"	0
58238	2019	6	30	0.5	1	27.2	65	"118.54,31.56"	0
58238	2019	7	1	0.3	1.9	27	72	"118.54,31.56"	0
58238	2019	7	2	0	2.6	26.8	50	"118.54,31.56"	0
58238	2019	7	3	0	3.3	26.5	54	"118.54,31.56"	0
58238	2019	7	4	0	2.1	26.4	52	"118.54,31.56"	0
58238	2019	7	5	0	3	27.1	43	"118.54,31.56"	0
58238	2019	7	6	16.6	1.9	25.6	54	"118.54,31.56"	0
58238	2019	7	7	0.2	2.3	26.1	44	"118.54,31.56"	0
58238	2019	7	8	0	2.7	25.2	57	"118.54,31.56"	0
58238	2019	7	9	1.9	2.5	22.9	83	"118.54,31.56"	0
58238	2019	7	10	0.1	1.7	23.5	55	"118.54,31.56"	0
58238	2019	7	11	0	1.4	25.8	47	"118.54,31.56"	0
58238	2019	7	12	29.6	2	23.2	66	"118.54,31.56"	0
58238	2019	7	13	5.5	1.6	23.3	70	"118.54,31.56"	0
58238	2019	7	14	0	1.2	25.8	52	"118.54,31.56"	0
58238	2019	7	15	0	2.3	27.3	42	"118.54,31.56"	0
58238	2019	7	16	0	3.3	26.9	71	"118.54,31.56"	0
58238	2019	7	17	0	2.7	28.2	73	"118.54,31.56"	0
58238	2019	7	18	0	1.9	28.6	69	"118.54,31.56"	0
58238	2019	7	19	0.1	2.5	27.6	70	"118.54,31.56"	0
58238	2019	7	20	0	2.1	28.6	53	"118.54,31.56"	0
58238	2019	7	21	0	1.8	30.5	50	"118.54,31.56"	0
58238	2019	7	22	0	3	31.3	50	"118.54,31.56"	0
58238	2019	7	23	0	2.1	32.4	54	"118.54,31.56"	0
58238	2019	7	24	0	2	32.5	59	"118.54,31.56"	0
58238	2019	7	25	9.6	1.6	29.7	58	"118.54,31.56"	0
58238	2019	7	26	0	2.4	32	45	"118.54,31.56"	0
58238	2019	7	27	0	1.7	31.9	50	"118.54,31.56"	0
58238	2019	7	28	0	2.1	33.3	48	"118.54,31.56"	0
58238	2019	7	29	0	3	33.6	43	"118.54,31.56"	0
58238	2019	7	30	0	2.4	33.9	47	"118.54,31.56"	0
58238	2019	7	31	0	2.5	32.6	40	"118.54,31.56"	0
58238	2019	8	1	0	3.2	32.3	45	"118.54,31.56"	0
58238	2019	8	2	0	3.7	31.2	46	"118.54,31.56"	0
58238	2019	8	3	0	3.8	30.2	47	"118.54,31.56"	0
58238	2019	8	4	5.2	2.4	27.7	67	"118.54,31.56"	0
58238	2019	8	5	0	3.8	29.8	55	"118.54,31.56"	0
58238	2019	8	6	0	3.1	30.5	49	"118.54,31.56"	0
58238	2019	8	7	0	4.5	30.5	45	"118.54,31.56"	0
58238	2019	8	8	22.6	3.6	29.9	53	"118.54,31.56"	0
58238	2019	8	9	0	4.3	30.1	55	"118.54,31.56"	0
58238	2019	8	10	55.8	5.3	26.9	76	"118.54,31.56"	0
58238	2019	8	11	7.7	3.9	26.9	66	"118.54,31.56"	0
58238	2019	8	12	0	2.8	28	53	"118.54,31.56"	0
58238	2019	8	13	0	1.6	29.3	41	"118.54,31.56"	0
58238	2019	8	14	0	3	29.1	52	"118.54,31.56"	0
58238	2019	8	15	0	2.3	29	45	"118.54,31.56"	0
58238	2019	8	16	0	1.3	29.4	37	"118.54,31.56"	0
58238	2019	8	17	0	1.6	29.7	49	"118.54,31.56"	0
58238	2019	8	18	5.2	2.6	26.8	45	"118.54,31.56"	0
58238	2019	8	19	0	2.9	27.7	53	"118.54,31.56"	0
58238	2019	8	20	0	3	27.2	51	"118.54,31.56"	0
58238	2019	8	21	0	2.9	28	50	"118.54,31.56"	0
58238	2019	8	22	0	1.8	28.2	42	"118.54,31.56"	0
58238	2019	8	23	0	1.8	28.8	37	"118.54,31.56"	0
58238	2019	8	24	0	3.7	28.7	39	"118.54,31.56"	0
58238	2019	8	25	0	3.4	28.7	56	"118.54,31.56"	0
58238	2019	8	26	0	2	30.5	54	"118.54,31.56"	0
58238	2019	8	27	0	2.2	29.4	68	"118.54,31.56"	0
58238	2019	8	28	26.5	2.1	24.5	76	"118.54,31.56"	0
58238	2019	8	29	0	2	24.3	66	"118.54,31.56"	0
58238	2019	8	30	0	1.2	25.8	56	"118.54,31.56"	0
58238	2019	8	31	0	3.1	26.1	59	"118.54,31.56"	0
58238	2019	9	1	0.4	3.1	22.1	67	"118.54,31.56"	0
58238	2019	9	2	12	1.4	20.9	91	"118.54,31.56"	0
58238	2019	9	3	0.8	1.5	22.2	88	"118.54,31.56"	0
58238	2019	9	4	0	1.4	23	75	"118.54,31.56"	0
58238	2019	9	5	4.9	1.6	23.4	97	"118.54,31.56"	0
58238	2019	9	6	32.3	2.1	25.3	73	"118.54,31.56"	0
58238	2019	9	7	0	1.7	26	43	"118.54,31.56"	0
58238	2019	9	8	0	1.3	26.3	39	"118.54,31.56"	0
58238	2019	9	9	0	1.6	26.4	51	"118.54,31.56"	0
58238	2019	9	10	0	1.5	27.3	48	"118.54,31.56"	0
58238	2019	9	11	0	2.4	27.3	65	"118.54,31.56"	0
58238	2019	9	12	0	2.9	26.9	60	"118.54,31.56"	0
58238	2019	9	13	0	2.6	27.4	49	"118.54,31.56"	0
58238	2019	9	14	0	1.8	27.2	49	"118.54,31.56"	0
58238	2019	9	15	1	2.8	25.2	39	"118.54,31.56"	0
58238	2019	9	16	0	2.2	24.4	42	"118.54,31.56"	0
58238	2019	9	17	0	2.7	25.3	34	"118.54,31.56"	0
58238	2019	9	18	0	3.9	25.4	27	"118.54,31.56"	0
58238	2019	9	19	0	3.1	22.3	32	"118.54,31.56"	0
58238	2019	9	20	0	2.6	22.5	36	"118.54,31.56"	0
58238	2019	9	21	0	4.3	22.7	41	"118.54,31.56"	0
58238	2019	9	22	0	4.8	23.2	28	"118.54,31.56"	0
58238	2019	9	23	0	2.7	22.1	30	"118.54,31.56"	0
58238	2019	9	24	0	1	22.9	26	"118.54,31.56"	0
58238	2019	9	25	0	1.6	23.6	31	"118.54,31.56"	0
58238	2019	9	26	0	2.3	22.5	51	"118.54,31.56"	0
58238	2019	9	27	0	2.3	23.2	51	"118.54,31.56"	0
58238	2019	9	28	0	2	23.4	41	"118.54,31.56"	0
58238	2019	9	29	0	1.9	23.9	40	"118.54,31.56"	0
58238	2019	9	30	0	3	23.7	45	"118.54,31.56"	0
58238	2019	10	1	0	2.8	23.3	65	"118.54,31.56"	0
58238	2019	10	2	0	2.6	25.1	54	"118.54,31.56"	0
58238	2019	10	3	0	1.2	25.9	37	"118.54,31.56"	0
58238	2019	10	4	0	2.3	26.4	40	"118.54,31.56"	0
58238	2019	10	5	0.3	3.7	20.1	52	"118.54,31.56"	0
58238	2019	10	6	1.1	2.8	18.6	60	"118.54,31.56"	0
58238	2019	10	7	0	3	17.2	69	"118.54,31.56"	0
58238	2019	10	8	0	1.5	16.3	61	"118.54,31.56"	0
58238	2019	10	9	0	2.1	18.5	54	"118.54,31.56"	0
58238	2019	10	10	0	2.2	21.2	63	"118.54,31.56"	0
58238	2019	10	11	0	1.4	21.3	59	"118.54,31.56"	0
58238	2019	10	12	0	1.9	20.8	55	"118.54,31.56"	0
58238	2019	10	13	0	2.3	21	51	"118.54,31.56"	0
58238	2019	10	14	0	3.6	19.1	61	"118.54,31.56"	0
58238	2019	10	15	0	3.1	15.5	31	"118.54,31.56"	0
58238	2019	10	16	0	2.1	16.1	43	"118.54,31.56"	0
58238	2019	10	17	0	1.5	17.5	39	"118.54,31.56"	0
58238	2019	10	18	0	1.4	17.7	39	"118.54,31.56"	0
58238	2019	10	19	0	1.5	18.2	37	"118.54,31.56"	0
58238	2019	10	20	0	2.5	19	29	"118.54,31.56"	0
58238	2019	10	21	0	2.8	19.2	34	"118.54,31.56"	0
58238	2019	10	22	0	2.5	18.4	54	"118.54,31.56"	0
58238	2019	10	23	0	1.1	19.1	39	"118.54,31.56"	0
58238	2019	10	24	0	1.5	18.8	36	"118.54,31.56"	0
58238	2019	10	25	0	1.7	17.7	36	"118.54,31.56"	0
58238	2019	10	26	0	1.8	15.3	44	"118.54,31.56"	0
58238	2019	10	27	0	1	13.7	46	"118.54,31.56"	0
58238	2019	10	28	0	1.5	17.2	33	"118.54,31.56"	0
58238	2019	10	29	0	0.8	16.3	18	"118.54,31.56"	0
58238	2019	10	30	0	1.4	17	24	"118.54,31.56"	0
58238	2019	10	31	0	1.2	17.9	21	"118.54,31.56"	0
58238	2019	11	1	0	2.4	18.3	28	"118.54,31.56"	0
58238	2019	11	2	0	2.2	18.2	36	"118.54,31.56"	0
58238	2019	11	3	0	2.2	18.8	44	"118.54,31.56"	0
58238	2019	11	4	0	2.6	16.7	43	"118.54,31.56"	0
58238	2019	11	5	0	1.2	15	33	"118.54,31.56"	0
58238	2019	11	6	0	1.7	15.6	35	"118.54,31.56"	0
58238	2019	11	7	0	1.8	16.6	37	"118.54,31.56"	0
58238	2019	11	8	0	1.7	14.1	41	"118.54,31.56"	0
58238	2019	11	9	0	1.5	13.6	37	"118.54,31.56"	0
58238	2019	11	10	0	2	15.9	24	"118.54,31.56"	0
58238	2019	11	11	0	1.9	15.1	21	"118.54,31.56"	0
58238	2019	11	12	0	2.4	17.1	36	"118.54,31.56"	0
58238	2019	11	13	0	3.8	16.9	28	"118.54,31.56"	0
58238	2019	11	14	0	1	12.6	18	"118.54,31.56"	0
58238	2019	11	15	0	2	14.3	20	"118.54,31.56"	0
58238	2019	11	16	0	1.5	17.4	29	"118.54,31.56"	0
58238	2019	11	17	1.6	2.2	17.7	44	"118.54,31.56"	0
58238	2019	11	18	8.6	3.5	9.5	35	"118.54,31.56"	0
58238	2019	11	19	0	1.4	7	24	"118.54,31.56"	0
58238	2019	11	20	0	3.4	10.5	36	"118.54,31.56"	0
58238	2019	11	21	0	3.1	13.2	47	"118.54,31.56"	0
58238	2019	11	22	0	2.7	15.4	48	"118.54,31.56"	0
58238	2019	11	23	0	1.9	18.8	49	"118.54,31.56"	0
58238	2019	11	24	0.4	3.9	15.1	64	"118.54,31.56"	0
58238	2019	11	25	2.5	3.3	5.8	60	"118.54,31.56"	0
58238	2019	11	26	1.4	1.1	6.9	54	"118.54,31.56"	0
58238	2019	11	27	25.5	2.8	5.7	95	"118.54,31.56"	0
58238	2019	11	28	0.1	3	5.9	44	"118.54,31.56"	0
58238	2019	11	29	0	2.3	6.7	47	"118.54,31.56"	0
58238	2019	11	30	1.6	1.9	8.2	76	"118.54,31.56"	0
58238	2019	12	1	6.4	2.7	6.7	82	"118.54,31.56"	0
58238	2019	12	2	0	1.5	5.3	47	"118.54,31.56"	0
58238	2019	12	3	0	0.6	4.2	24	"118.54,31.56"	0
58238	2019	12	4	0	0.6	6.1	21	"118.54,31.56"	0
58238	2019	12	5	0	2	7	28	"118.54,31.56"	0
58238	2019	12	6	0	2.5	6.3	39	"118.54,31.56"	0
58238	2019	12	7	0	1	5.5	26	"118.54,31.56"	0
58238	2019	12	8	0	1.3	6.4	26	"118.54,31.56"	0
58238	2019	12	9	0	1.5	8.9	31	"118.54,31.56"	0
58238	2019	12	10	0	1.2	10.4	35	"118.54,31.56"	0
58238	2019	12	11	0	1.5	10.3	23	"118.54,31.56"	0
58238	2019	12	12	0	2.8	8.4	30	"118.54,31.56"	1
58238	2019	12	13	0	2.1	10	34	"118.54,31.56"	0
58238	2019	12	14	0	3.2	9.9	58	"118.54,31.56"	0
58238	2019	12	15	0	4.8	11.9	62	"118.54,31.56"	0
58238	2019	12	16	0	2.7	14.9	51	"118.54,31.56"	0
58238	2019	12	17	7.1	3.2	9.1	72	"118.54,31.56"	0
58238	2019	12	18	5	3.5	5	70	"118.54,31.56"	0
58238	2019	12	19	3.3	1.2	3.7	54	"118.54,31.56"	0
58238	2019	12	20	0	2.7	4.8	43	"118.54,31.56"	0
58238	2019	12	21	5.7	2.2	7.2	70	"118.54,31.56"	0
58238	2019	12	22	10.9	1.4	8.3	79	"118.54,31.56"	0
58238	2019	12	23	0.2	2.3	7.5	76	"118.54,31.56"	0
58238	2019	12	24	3.6	3	7.7	100	"118.54,31.56"	0
58238	2019	12	25	8.8	2	9.5	92	"118.54,31.56"	0
58238	2019	12	26	1.9	4.2	6.6	74	"118.54,31.56"	0
58238	2019	12	27	0	1.3	3	39	"118.54,31.56"	0
58238	2019	12	28	0	1.6	4.9	42	"118.54,31.56"	0
58238	2019	12	29	6.2	1	8.1	54	"118.54,31.56"	0
58238	2019	12	30	0	2.6	6.6	46	"118.54,31.56"	0
58238	2019	12	31	0	2.7	0.6	39	"118.54,31.56"	0
